iter	Logloss
160	0.5346100581
161	0.534027219
162	0.5336381716
163	0.5335208119
164	0.5330864784
165	0.5330700799
166	0.5327774878
167	0.5325727977
168	0.5322130109
169	0.5319181329
170	0.5318707856
171	0.531665269
172	0.5315162563
173	0.5311811701
174	0.5309194778
175	0.5306924666
176	0.5305297094
177	0.5301315148
178	0.5300004565
179	0.5298325574
180	0.5296852347
181	0.5294511086
182	0.5293654061
183	0.5291908378
184	0.5290101196
185	0.5286796238
186	0.5285685268
187	0.5284925976
188	0.5282327052
189	0.5282327046
190	0.527969862
191	0.5278853066
192	0.5277509613
193	0.5274718086
194	0.527168984
195	0.5268830244
196	0.526739628
197	0.5264427887
198	0.5262730784
199	0.5261485743
200	0.5259404098
201	0.5258478604
202	0.5256304292
203	0.5253861045
204	0.5253785833
205	0.5248440659
206	0.5247081836
207	0.5243241477
208	0.5241120395
209	0.5237019754
210	0.5237019731
211	0.5234823903
212	0.523260487
213	0.5229573383
214	0.5227991975
215	0.5225388447
216	0.5223587555
217	0.5220478013
218	0.5219981661
219	0.5217117438
220	0.5214225228
221	0.521234613
222	0.5211915961
223	0.5210055632
224	0.5208415666
225	0.5206779699
226	0.5206512496
227	0.5205664992
228	0.520337609
229	0.5202032114
230	0.5200322923
231	0.5199339633
232	0.5198002849
233	0.5193280252
234	0.5190150712
235	0.5188050457
236	0.5186890921
237	0.5183945747
238	0.5177800909
239	0.5174938018
240	0.5174137531
241	0.5169121451
242	0.5167705604
243	0.5165380423
244	0.5164092132
245	0.5162069976
246	0.5160810427
247	0.5157894196
248	0.5155609432
249	0.5154384029
250	0.515239466
251	0.5151910581
252	0.515147509
253	0.5150451771
254	0.5148379292
255	0.5145316005
256	0.5144002216
257	0.5142770897
258	0.5140518962
259	0.5140174851
260	0.5137245056
261	0.5134259871
262	0.5131753006
263	0.5131036608
264	0.5130287968
265	0.5129143232
266	0.5127357663
267	0.5125930815
268	0.5124543902
269	0.5123412878
270	0.5120242505
271	0.5119431961
272	0.5118055754
273	0.5116546846
274	0.5116544625
275	0.5113971964
276	0.5112357952
277	0.5110732591
278	0.5107284701
279	0.5104240896
280	0.5104031361
281	0.5104023731
282	0.510248469
283	0.5099932319
284	0.5095593776
285	0.509270902
286	0.5091381943
287	0.5089346221
288	0.5088040172
289	0.5083522458
290	0.5082809812
291	0.5079777526
292	0.5078059375
293	0.5077404123
294	0.5074798468
295	0.5073403781
296	0.5072482753
297	0.507083045
298	0.5070630255
299	0.5068830378
300	0.5066785333
301	0.5066432463
302	0.506621619
303	0.5063860559
304	0.5061872043
305	0.5059178449
306	0.5057286455
307	0.5054575475
308	0.5054226568
309	0.5053750665
310	0.505363848
311	0.5053459249
312	0.5053459215
313	0.505345868
314	0.5052398733
315	0.5051323243
316	0.5051225127
317	0.5049307678
318	0.5049293096
319	0.5047570134
320	0.5047569722
321	0.5046018543
322	0.5044991901
323	0.5044113543
324	0.5042264213
325	0.5041024204
326	0.5038230859
327	0.5038199134
328	0.5036303358
329	0.5032084154
330	0.5031329834
331	0.5029893262
332	0.5028333194
333	0.5026579403
334	0.5025002503
335	0.5024712103
336	0.50245578
337	0.5021127179
338	0.5020955497
339	0.5020937327
340	0.5020402867
341	0.5017679541
342	0.5015072322
343	0.5014018131
344	0.5013831912
345	0.5011328474
346	0.5008972717
347	0.5007499684
348	0.5006181314
349	0.5004977151
350	0.5002846049
351	0.500284232
352	0.5001256826
353	0.4999705088
354	0.4999524838
355	0.4997979866
356	0.4997664962
357	0.4995631131
358	0.4993756872
359	0.4991114585
360	0.4989873562
361	0.4989703972
362	0.4989646414
363	0.4989603762
364	0.4988728282
365	0.4988722711
366	0.4987907722
367	0.4986730613
368	0.4985731952
369	0.4983822918
370	0.4981892893
371	0.4981892546
372	0.4981892497
373	0.4979892245
374	0.4976841629
375	0.4975362988
376	0.4973789548
377	0.4973658709
378	0.4971869534
379	0.4970601553
380	0.4969480017
381	0.4964941136
382	0.4963539964
383	0.4962880201
384	0.4959029836
385	0.4957483742
386	0.4954711524
387	0.4953842429
388	0.4950220332
389	0.4950002638
390	0.4948644443
391	0.494734148
392	0.4947189386
393	0.4946700478
394	0.4945387282
395	0.494538723
396	0.4945276415
397	0.4943313464
398	0.4941344145
399	0.494053116
400	0.4939828766
401	0.4938753386
402	0.4938228096
403	0.4937670622
404	0.4935779443
405	0.4934609263
406	0.4933530337
407	0.493245793
408	0.4930761407
409	0.4929835271
410	0.4929835224
411	0.4928969448
412	0.4928238357
413	0.4928212852
414	0.4927408901
415	0.4927218045
416	0.4926907967
417	0.4923286708
418	0.4922922084
419	0.492292199
420	0.4920921611
421	0.4920273125
422	0.4917364982
423	0.4917341819
424	0.4917239998
425	0.4915791613
426	0.4914608324
427	0.4913735668
428	0.4911956324
429	0.4909501242
430	0.4908922179
431	0.4908016263
432	0.4905641837
433	0.490465807
434	0.4903045015
435	0.4901004881
436	0.4897827585
437	0.4897024155
438	0.4894893274
439	0.4894654858
440	0.4892552524
441	0.4889533807
442	0.4887951924
443	0.4886719668
444	0.488611912
445	0.4884142602
446	0.4882570193
447	0.4882570144
448	0.487921563
449	0.4876946174
450	0.4875622736
451	0.4872706247
452	0.4871780253
453	0.4868978244
454	0.4867086369
455	0.4866779844
456	0.4866122862
457	0.4864842206
458	0.4863707562
459	0.4861933001
460	0.4859478317
461	0.4858027005
462	0.4857669172
463	0.4856606
464	0.4855359156
465	0.4855302538
466	0.485440627
467	0.4852483063
468	0.4850165558
469	0.4849730779
470	0.4847996898
471	0.4847180357
472	0.4847172445
473	0.4846656746
474	0.4846098973
475	0.4844844056
476	0.4843385379
477	0.4841884343
478	0.4840702377
479	0.4838969044
480	0.4838901905
481	0.4838300423
482	0.4837222143
483	0.4835708958
484	0.4832780832
485	0.4832691571
486	0.483070563
487	0.4830147333
488	0.4827375194
489	0.48243574
490	0.4823253538
491	0.4822625556
492	0.4821031614
493	0.4820865725
494	0.4819949183
495	0.4818730977
496	0.4817177113
497	0.4814982124
498	0.4812231611
499	0.4810057741
500	0.4809867751
501	0.4808839917
502	0.4807497116
503	0.4806205702
504	0.4802838857
505	0.4802129371
506	0.4800629227
507	0.4798812548
508	0.4798612594
509	0.4795870631
510	0.4794282618
511	0.4793738992
512	0.4793053762
513	0.4792452452
514	0.479134157
515	0.4791239795
516	0.4790988273
517	0.479041441
518	0.4789028535
519	0.4786945742
520	0.4786163587
521	0.4785060865
522	0.4782987509
523	0.4781255205
524	0.4779999701
525	0.4778936267
526	0.4778430768
527	0.477823097
528	0.4775979552
529	0.4774424621
530	0.4774023221
531	0.4771300649
532	0.4768223919
533	0.4766372834
534	0.4764210619
535	0.476141026
536	0.4758374655
537	0.4757452519
538	0.4756716066
539	0.4754319264
540	0.4752337329
541	0.4750656813
542	0.4749048014
543	0.4748798565
544	0.4748696177
545	0.4747429773
546	0.4746271186
547	0.4745778974
548	0.4743816772
549	0.4743499235
550	0.4741160255
551	0.4739497236
552	0.4738755961
553	0.4737382523
554	0.4734951921
555	0.473378194
556	0.4732364158
557	0.4731458158
558	0.472807476
559	0.472557936
560	0.4724002493
561	0.4722546774
562	0.4722372016
563	0.4721594718
564	0.4719397703
565	0.4718815831
566	0.4717288719
567	0.471546242
568	0.4713518252
569	0.4712627037
570	0.4711276926
571	0.4708378407
572	0.4704880351
573	0.4704508083
574	0.4703390639
575	0.4702246711
576	0.4699099065
577	0.4697358232
578	0.4694951045
579	0.4693430277
580	0.4690273881
581	0.4689441822
582	0.4688010197
583	0.4687418796
584	0.468644281
585	0.4685857088
586	0.4684808851
587	0.4684529819
588	0.4683296728
589	0.4681030198
590	0.4680419402
591	0.4679450763
592	0.4678212238
593	0.4676568554
594	0.467296009
595	0.4671193715
596	0.4669515406
597	0.4669116884
598	0.4668736683
599	0.4665894885
600	0.4665472516
601	0.4663868017
602	0.4663054555
603	0.4662660789
604	0.466116613
605	0.4660414637
606	0.4659916675
607	0.4659050183
608	0.4656797415
609	0.4655732372
610	0.4655346321
611	0.4653924733
612	0.4653495428
613	0.4652739458
614	0.4651306464
615	0.4648803787
616	0.4646284648
617	0.4642804651
618	0.4641051866
619	0.4640600127
620	0.4640411889
621	0.4638072078
622	0.4636296493
623	0.4635591974
624	0.4635050447
625	0.4634700161
626	0.4634477091
627	0.4633236352
628	0.4631689569
629	0.4630965789
630	0.4628494085
631	0.4628319116
632	0.462714713
633	0.4626402564
634	0.4623313285
635	0.4621850834
636	0.4621273166
637	0.4620556196
638	0.4619893895
639	0.4618594545
640	0.4617807427
641	0.4617095863
642	0.4616570908
643	0.4614823046
644	0.4611584839
645	0.4611378584
646	0.4610114107
647	0.4608446362
648	0.4607736046
649	0.4606113125
650	0.4605922892
651	0.4605399344
652	0.460355825
653	0.4600263679
654	0.4600103746
655	0.4597755868
656	0.4597306701
657	0.4596758023
658	0.4595213565
659	0.4594602755
660	0.459369668
661	0.4590183362
662	0.4587806982
663	0.4586689958
664	0.4586303009
665	0.4585284516
666	0.4584449372
667	0.458374691
668	0.4582426742
669	0.4581875817
670	0.4581458003
671	0.4580178755
672	0.4577370943
673	0.4576193832
674	0.457390839
675	0.4570969495
676	0.4570724132
677	0.456902757
678	0.456827477
679	0.4566895307
680	0.4565156108
681	0.4564438689
682	0.4563869229
683	0.4562435951
684	0.456126429
685	0.4561013208
686	0.455811578
687	0.4555771222
688	0.4555445894
689	0.4554963816
690	0.4554668781
691	0.4554392035
692	0.4553454138
693	0.4552834588
694	0.4550538238
695	0.4549845593
696	0.4548686631
697	0.4548450996
698	0.4547448932
699	0.4546041046
700	0.4545754935
701	0.4544108273
702	0.4541219694
703	0.4540406053
704	0.4539602013
705	0.4536835417
706	0.4535155804
707	0.4533399492
708	0.4531304573
709	0.4527720713
710	0.4527377238
711	0.4526594623
712	0.4525170523
713	0.4523587996
714	0.4522515207
715	0.4522122356
716	0.45204177
717	0.4519808936
718	0.4519494762
719	0.4518478882
720	0.4517875018
721	0.4515908787
722	0.451351009
723	0.4512833656
724	0.4510264552
725	0.450934032
726	0.4507775985
727	0.450611335
728	0.450476306
729	0.4502939271
730	0.4502385074
731	0.4501596112
732	0.4501218318
733	0.449819389
734	0.4497581533
735	0.4497039414
736	0.4496507356
737	0.449623899
738	0.4496002609
739	0.4495374485
740	0.4493250525
741	0.4493054821
742	0.4492744579
743	0.4492559918
744	0.4491984778
745	0.4491715548
746	0.4490527746
747	0.4489597608
748	0.44882672
749	0.4488080191
750	0.4485166016
751	0.448446878
752	0.4483980428
753	0.4483343545
754	0.4481256999
755	0.4480782923
756	0.4479722575
757	0.4477852662
758	0.4476433636
759	0.4474254329
760	0.4472017804
761	0.4471432851
762	0.4470135178
763	0.4467983301
764	0.4467240348
765	0.4466367476
766	0.4464852901
767	0.4464240098
768	0.4463011706
769	0.4462375157
770	0.446116305
771	0.4459898703
772	0.44594519
773	0.4457758299
774	0.4456936314
775	0.4455802066
776	0.4454490949
777	0.4453951949
778	0.445326618
779	0.4452944611
780	0.4451909155
781	0.4449830296
782	0.4449357856
783	0.4448665766
784	0.4448367441
785	0.4446974025
786	0.4443355742
787	0.4441808166
788	0.4441094223
789	0.4439661281
790	0.4438701109
791	0.4437502115
792	0.4435527025
793	0.4434650938
794	0.4434294493
795	0.4433770013
796	0.4433524796
797	0.443335209
798	0.4432799334
799	0.4432616487
800	0.4432396323
801	0.4429373915
802	0.4426189919
803	0.4424653459
804	0.442423339
805	0.4424100775
806	0.44227049
807	0.4421836852
808	0.4421472458
809	0.4421119843
810	0.4419385731
811	0.4418208896
812	0.4417182472
813	0.4416191409
814	0.4414946419
815	0.4414079877
816	0.4412973289
817	0.441109165
818	0.4409842323
819	0.4408922438
820	0.4408169468
821	0.4406783393
822	0.4405687871
823	0.4403793274
824	0.4402771334
825	0.4402096993
826	0.440068247
827	0.4397890368
828	0.4395889968
829	0.4395384178
830	0.4394217323
831	0.4393790977
832	0.4391878037
833	0.4391540694
834	0.4390400077
835	0.4389350701
836	0.4388260482
837	0.4386926642
838	0.4386333472
839	0.4384952895
840	0.4383110287
841	0.4381929179
842	0.4381231951
843	0.4380646278
844	0.4378948572
845	0.4377769771
846	0.4376881712
847	0.4375326828
848	0.4373166747
849	0.437292182
850	0.437098839
851	0.4370528054
852	0.4370055897
853	0.4369426966
854	0.4368949502
855	0.4368268464
856	0.4366642183
857	0.4363898893
858	0.4362728401
859	0.4362384767
860	0.436169863
861	0.4361362519
862	0.4359967424
863	0.4359260163
864	0.4357456536
865	0.4356621651
866	0.4354210344
867	0.4353545257
868	0.4352856304
869	0.4352236422
870	0.4351064167
871	0.4349903142
872	0.4349129303
873	0.4348583241
874	0.4348218628
875	0.4346597433
876	0.4346512493
877	0.434512351
878	0.434492905
879	0.4344503635
880	0.4344001564
881	0.4343464674
882	0.4342182971
883	0.4341616304
884	0.4341095285
885	0.4340509235
886	0.4340096746
887	0.4338976974
888	0.4337802453
889	0.4337253729
890	0.433720378
891	0.4335738284
892	0.4335617633
893	0.4334880771
894	0.4334492624
895	0.4333586518
896	0.4333441879
897	0.4333063536
898	0.4330677445
899	0.4329941304
900	0.4328795631
901	0.4328073266
902	0.43274562
903	0.4326387082
904	0.4326017712
905	0.4325756902
906	0.4324510952
907	0.4322347052
908	0.4321832947
909	0.4320048199
910	0.4319269922
911	0.4318115711
912	0.4317043915
913	0.4316671684
914	0.4316089069
915	0.431573948
916	0.4314786864
917	0.4312714039
918	0.4311478855
919	0.4310305192
920	0.4309135531
921	0.4308582564
922	0.4307857827
923	0.4307088127
924	0.4305005501
925	0.4304172493
926	0.4303783243
927	0.430355556
928	0.4303039456
929	0.4302445542
930	0.4301145522
931	0.4299095607
932	0.4299025968
933	0.4297113698
934	0.4295987749
935	0.4294028832
936	0.4292683323
937	0.4290945053
938	0.4289775745
939	0.4289572074
940	0.4289126329
941	0.4288732698
942	0.4288300704
943	0.4287444238
944	0.4286681601
945	0.4286472736
946	0.4285419824
947	0.428402498
948	0.4283275394
949	0.4282880456
950	0.428212615
951	0.4280814511
952	0.4279802446
953	0.4279114872
954	0.4278797636
955	0.4278310131
956	0.4275542444
957	0.4273358629
958	0.4273005347
959	0.4271871653
960	0.4270256889
961	0.427020234
962	0.4269999662
963	0.426982292
964	0.4268479821
965	0.4267877056
966	0.4266925076
967	0.4265617476
968	0.4264457402
969	0.4263189218
970	0.4262976212
971	0.4262712956
972	0.4261823821
973	0.4260755011
974	0.4260003357
975	0.42595711
976	0.4259261568
977	0.425802818
978	0.4257595524
979	0.4256628129
980	0.4254804841
981	0.4253937882
982	0.4253166903
983	0.4250838595
984	0.4250332639
985	0.424933004
986	0.4248923427
987	0.4247595404
988	0.4246274186
989	0.4245960952
990	0.4245429644
991	0.4243603127
992	0.4242940547
993	0.4242450176
994	0.4241246629
995	0.4241113782
996	0.4240984243
997	0.4240296696
998	0.4238720691
999	0.4237995528
